"table_name","var_name","var_label","notes","condition","table_name_nda"
"mh_y_ksads_ss","ksads_10_45_t","Symptom - Excessive worries more days than not Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_10_46_t","Symptom - Excessive worries more days than not Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_11_48_t","Symptom - Obsessions, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_11_49_t","Symptom - Obsessions, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_11_50_t","Symptom - Compulsions, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_52_t","Symptom - Enuresis Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_53_t","Symptom - Enuresis Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_54_t","Symptom - Enuresis at least twice a week for 3 months Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_55_t","Symptom - Enuresis at least twice a week for 3 months Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_56_t","Symptom - Enuresis causes significant distress Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_57_t","Symptom - Enuresis causes significant distress Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_58_t","Symptom - Impairment due to Enuresis Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_59_t","Symptom - Impairment due to Enuresis Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_60_t","Symptom - Encopresis Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_61_t","Symptom - Encopresis Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_62_t","Symptom - Encopresis at least once a month for  3 months Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_63_t","Symptom - Encopresis at least once a month for  3 months Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_12_64_t","Symptom - Encopresis not due to medical illness Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_66_t","Symptom - Fear of becoming obese Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_67_t","Symptom - Fear of becoming obese Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_68_t","Symptom - Emaciation Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_69_t","Symptom - Emaciation Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_70_t","Symptom - Weight control vomiting Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_71_t","Symptom - Weight control vomiting Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_72_t","Symptom - Weight control other (laxatives exercise dieting pills) Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_73_t","Symptom - Weight control other (laxatives exercise dieting pills) Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_13_74_t","Symptom - Binge Eating Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_76_t","Symptom - Difficulty sustaining attention Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_77_t","Symptom - Difficulty sustaining attention since elementary school Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_78_t","Symptom - Difficulty sustaining attention Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_79_t","Symptom - Difficulty sustaining attention for more than one school year Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_80_t","Symptom - Easily distracted Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_81_t","Symptom - Easily distracted since elementary school Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_82_t","Symptom - Easily distracted Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_83_t","Symptom - Easily distracted for more than one school year Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_84_t","Symptom - Difficulty remaining seated Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_85_t","Symptom - Difficulty remaining seated since elementary school  Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_86_t","Symptom - Difficulty remaining seated Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_87_t","Symptom - Difficulty remaining seated for more than one school year Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_88_t","Symptom - Impulsivity Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_14_89_t","Symptom - Impulsivity Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_15_91_t","Symptom - Often loses temper Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_15_92_t","Symptom - Often loses temper Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_15_93_t","Symptom - Often argues with adults/authority Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_15_94_t","Symptom - Often argues with adults/authority Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_15_95_t","Symptom - Often disobeys rules/requests Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_15_96_t","Symptom - Often disobeys rules/requests Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_15_97_t","Duration (at least 6 months) ODD, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_98_t","Symptom - Often Lies, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_99_t","Symptom - Often Lies, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_100_t","Symptom - Truancy, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_101_t","Symptom - Truancy, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_102_t","Symptom - Often initiates physical fights, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_103_t","Symptom - Often initiates physical fights, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_104_t","Symptom - Often bullies others, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_105_t","Symptom - Often bullies others, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_106_t","Symptom - Stealing, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_16_107_t","Symptom - Stealing, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_17_108_t","Symptom - Motor Tics, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_17_109_t","Symptom - Motor Tics, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_17_110_t","Symptom - Phonic Tics, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_17_111_t","Symptom - Phonic Tics, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_18_112_t","Symptom - Unusual body movements, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_18_113_t","Symptom - Unusual body movements, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_18_114_t","Symptom - Strict Routines, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_18_115_t","Symptom - Strict Routines, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_18_116_t","Symptom - Poor Eye Contact, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_18_117_t","Symptom - Poor Eye Contact, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_19_120_t","Symptom - Often has three or more drinks a day, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_19_121_t","Symptom - Often has three or more drinks a day, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_19_122_t","Symptom - Negative impact interpersonal problems, alcohol, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_19_123_t","Symptom - Negative impact interpersonal problems, alcohol, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_19_124_t","Symptom - Frequency of drinks, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_20_126_t","Symptom - Drugs tried, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_20_127_t","Symptom - FrequencyDrugUse, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_20_128_t","Symptom - FrequencyDrugUseSpecial, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_20_129_t","Symptom - FrequencyDrugUse, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_20_130_t","Symptom - Negative impact role obligations, miss work, drug use, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_20_131_t","Symptom - Negative impact role obligations, miss work, drug use, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_20_132_t","Symptom - Negative impact interpersonal problems, drug use, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_20_133_t","Symptom - Negative impact interpersonal problems, drug use, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_21_134_t","Symptom - History of traumatic event, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_21_135_t","Symptom - Efforts to avoids thoughts of trauma, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_21_136_t","Symptom - Efforts to avoids thoughts of trauma, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_21_137_t","Symptom - Nightmares, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_21_138_t","Symptom - Nightmares, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_21_139_t","Symptom - Distress at internal reminders of trauma, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_21_140_t","Symptom - Distress at internal reminders of trauma, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_22_141_t","Symptom - Insomnia, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_22_142_t","Symptom - Insomnia, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_23_143_t","Symptom - Self injurious behavior, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_23_144_t","Symptom - Self injurious behavio, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_23_145_t","Symptom - Wishes/Better off dead, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_23_146_t","Symptom - Wishes/Better off dead, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_23_147_t","Symptom - Suicidal Ideation, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_23_148_t","Symptom - Suicidal Ideation, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_23_149_t","Symptom - Suicidal Attempt, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_23_150_t","Symptom - Suicidal Attempt, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_24_151_t","Symptom - Homicidal Ideation, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_24_152_t","Symptom - Homicidal Ideation, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_24_153_t","Symptom - Homicide Planning, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_24_154_t","Symptom - Homicide Planning, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_156_t","Symptom - Insomnia when depressed, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_157_t","Symptom - Hypersomnia, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_158_t","Symptom - Hypersomnia, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_159_t","Symptom - Fatigue, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_160_t","Symptom - Fatigue, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_161_t","Symptom - Concentration Disturbance, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_162_t","Symptom - Concentration Disturbance, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_163_t","Symptom - Indecision, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_164_t","Symptom - Indecision, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_165_t","Symptom - Decreased Appetite, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_166_t","Symptom - Decreased Appetite, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_167_t","Symptom - Weight Loss, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_168_t","Symptom - Weight Loss, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_169_t","Symptom - Increased Appetite, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_170_t","Symptom - Increased Appetite, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_171_t","Symptom - Weight Gain, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_172_t","Symptom - Weight Gain, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_173_t","Symptom - Psychomotor Agitation in Depressive Disorder, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_174_t","Symptom - Psychomotor Agitation in Depressive Disorder, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_175_t","Symptom - Psychomotor Retardation, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_176_t","Symptom - Psychomotor Retardation, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_177_t","Symptom - Guilt, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_178_t","Symptom - Guilt, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_179_t","Symptom - Hopeless, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_180_t","Symptom - Hopeless, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_181_t","Symptom - Decreased Self-Esteem, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_182_t","Symptom - Decreased Self-Esteem, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_183_t","Symptom - Impairment in functioning due to depression, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_184_t","Symptom - Impairment in functioning due to depression, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_185_t","Symptom - Presence of two or more depressive symptoms, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_186_t","Symptom - Presence of two or more depressive symptoms, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_187_t","Symptom - No two month symptom-free interval, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_1_188_t","Symptom - No two month symptom-free interval, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_189_t","Symptom - Preliminary substance rule out bipolar present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_190_t","Symptom - Preliminary substance rule out bipolar past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_191_t","Symptom - Elevated / Euphoric Mood, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_192_t","Symptom - Manic Irritability, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_193_t","Symptom - Elevated / Euphoric Mood, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_194_t","Symptom - Manic Irritability, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_195_t","Symptom - Grandiosity, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_196_t","Symptom - Grandiosity, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_197_t","Symptom - Pressured Speech, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_198_t","Symptom - Pressured Speech, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_199_t","Symptom - Racing Thoughts, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_200_t","Symptom - Racing Thoughts, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_201_t","Symptom - Flight of Ideas, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_202_t","Symptom - Flight of Ideas, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_203_t","Symptom - Increased Goal Directed Activity, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_204_t","Symptom - Increased Goal Directed Activity, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_205_t","Symptom - Increased Energy, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_206_t","Symptom - Increased Energy, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_207_t","Symptom - Psychomotor Agitation in Bipolar Disorder, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_208_t","Symptom - Psychomotor Agitation in Bipolar Disorder, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_209_t","Symptom - Distractibility, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_210_t","Symptom - Increased Distractibility, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_211_t","Symptom - Distractibility, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_212_t","Symptom - Increased Distractibility, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_213_t","Symptom - Excessive Involvement in high risk activities, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_214_t","Symptom - Excessive Involvement in high risk activities, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_215_t","Symptom - Impairment in functioning due to bipolar, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_216_t","Symptom - Impairment in functioning due to bipolar, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_217_t","Symptom - Hospitalized due to Bipolar Disorder, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_218_t","Symptom - Hospitalized due to Bipolar Disorder, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_219_t","Symptom - Lasting at least one week, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_220_t","Symptom - Lasting at least one week, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_221_t","Symptom - Lasting at least 4 days, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_2_222_t","Symptom - Lasting at least 4 days, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_3_226_t","Symptom - Temper outbursts occur 3 or more times per week",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_3_227_t","Symptom - Present at least 12 months",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_3_228_t","Symptom - No 3 month period without symptoms",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_3_229_t","Symptom - Temper/irritability present in at least 2 settings",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_230_t","Symptom - Auditory Hallucinations, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_231_t","Symptom - Auditory Hallucinations, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_232_t","Symptom - Other Hallucinations, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_233_t","Symptom - Other Hallucinations, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_234_t","Symptom - Location of voices/noises outside of one's head, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_235_t","Symptom - OtherHallucinationsALTW, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_236_t","Symptom - OtherHallucinationsAP, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_237_t","Symptom - Hallucinations occur frequently, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_238_t","Symptom - Hallucinations occur frequently, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_239_t","Symptom - Hallucinations do not only occur when falling asleep, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_240_t","Symptom - Hallucinations do not only occur when falling asleep, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_241_t","Symptom - Hallucinations associated with possible affective Illness, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_242_t","Symptom - Hallucinations associated with possible affective Illness, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_243_t","Symptom - Hallucinations associated with drug use, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_244_t","Symptom - Hallucinations associated with drug use, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_245_t","Symptom - Impairment in functioning due to hallucinations, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_246_t","Symptom - Impairment in functioning due to hallucinations, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_247_t","Symptom - Impairment in functioning due to delusions, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_248_t","Symptom - Other Delusions past two weeks, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_249_t","Symptom - Other Delusions, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_250_t","Symptom - Tenacity of belief that delusion is true, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_251_t","Symptom - Tenacity of belief that delusion is true, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_252_t","Symptom - Delusions associated with possible affective Illness, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_253_t","Symptom - Delusions associated with possible affective Illness, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_254_t","Symptom - Delusions associated with drug use, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_255_t","Symptom - Delusions associated with drug use, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_256_t","Symptom - Impairment associated with delusions, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_257_t","Symptom - Impairment associated with delusions, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_258_t","Symptom - Associated Psychotic Symptoms, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_259_t","Symptom - Associated Psychotic Symptoms, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_4_260_t","Symptom - No three month interval without symptoms, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_261_t","Symptom - Panic Symptoms, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_262_t","Symptom - Panic Symptoms, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_263_t","Symptom - Persistent worry about additional attacks or their consequences, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_264_t","Symptom - Persistent worry about additional attacks or their consequences, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_265_t","Symptom - Maladaptive change in behavior due to attacks, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_266_t","Symptom - Maladaptive change in behavior due to attacks, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_267_t","Symptom - Duration of worry or maladaptive behavior at least 1 month, Present",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_268_t","Symptom - Duration of worry or maladaptive behavior at least 1 month, Past",,,"abcd_ksad501"
"mh_y_ksads_ss","ksads_5_269_t","Symptom - Attacks not attributable to substance use, Present",,,"abcd_ksad501"
